"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
8.221245250E0,-6.548472226E-2,3.836332608E-2,-1.056252730E-1
8.231188250E0,-7.462180071E-2,3.439102469E-2,-9.932372868E-2
8.241131250E0,-7.258353442E-2,2.848971773E-2,-9.582358539E-2
8.251074250E0,-6.294425324E-2,1.431263175E-2,-1.249871582E-1
8.261017250E0,-6.456108145E-2,3.590409681E-3,-1.550997341E-1
8.270959250E0,-4.971668199E-2,-2.212023608E-2,-1.430351740E-1
8.280902250E0,-3.708932742E-2,-3.278197601E-2,-1.043108189E-1
8.290845250E0,-2.841454446E-2,-4.626887128E-2,-8.949338973E-2
8.300788250E0,-1.827313364E-2,-5.465929683E-2,-1.075852597E-1
8.310731250E0,-1.938746676E-2,-4.105348382E-2,-1.256917477E-1
8.320674250E0,-5.960797817E-3,-6.491615362E-3,-1.263045359E-1
8.330617250E0,-2.525967926E-2,1.782381166E-2,-1.420604432E-1
8.340560250E0,-3.698663570E-2,2.901735585E-2,-1.382006961E-1
8.350502250E0,-4.366379052E-2,3.842289459E-2,-1.147457600E-1
8.360445250E0,-4.596393898E-2,4.514481716E-2,-1.140663135E-1
8.370388250E0,-4.284357235E-2,3.604157947E-2,-1.078694344E-1
8.380331250E0,-3.317695543E-2,3.810053028E-2,-1.259525335E-1
8.390274250E0,-3.680836871E-2,3.357979205E-2,-1.217162257E-1
8.400217250E0,-3.808583915E-2,1.389514284E-2,-9.476523936E-2
8.410160250E0,-4.245809466E-2,4.859694019E-3,-6.795984864E-2
8.420103250E0,-4.294626407E-2,-1.870377878E-2,-7.837490916E-2
8.430046250E0,-3.446517013E-2,-2.034754074E-2,-1.350361830E-1
8.439988250E0,-2.463673152E-2,3.019611798E-3,-1.798223466E-1
8.449931250E0,-2.219646916E-2,9.612383991E-3,-1.520305306E-1
8.459874250E0,-4.977515414E-2,1.070928739E-2,-9.023013890E-2
8.469817250E0,-7.900406957E-2,-9.254388213E-3,-1.695049345E-2
8.479760250E0,-8.071956955E-2,-3.870184332E-2,-1.680022001E-2
8.489703250E0,-8.015407071E-2,-2.782229461E-2,-9.129316270E-2
8.499646250E0,-5.945076115E-2,9.231547527E-3,-1.594646806E-1
8.509588833E0,-4.490245007E-2,2.254854463E-2,-1.585659635E-1
8.519530833E0,-3.342575446E-2,2.241040416E-2,-9.933425367E-2
8.529473833E0,-2.345274344E-2,-1.069408234E-2,-4.887979925E-2
8.539416833E0,-1.325936548E-2,-4.132673152E-2,-4.350854695E-2
8.549359833E0,3.594283462E-3,-3.907054681E-2,-1.154901105E-1
8.559302833E0,-7.789514512E-3,-1.956818227E-2,-2.092244858E-1
8.569245833E0,-2.553778745E-2,2.037290761E-2,-2.479634589E-1
8.579188833E0,-3.844398111E-2,2.402507622E-2,-1.910039771E-1
8.589131833E0,-4.128704354E-2,3.199267499E-3,-7.309428871E-2
8.599074833E0,-4.637697168E-2,-2.892993998E-2,5.291730165E-3
8.609016833E0,-4.566485390E-2,-3.732964799E-2,-2.178672552E-2
8.618959833E0,-5.809983507E-2,-7.702244818E-4,-8.506938636E-2
8.628902833E0,-7.479612082E-2,2.401217580E-2,-1.531216210E-1
8.638845833E0,-8.774960384E-2,4.899093289E-2,-1.529415268E-1
8.648788833E0,-7.347801223E-2,4.537084859E-2,-1.435620081E-1
8.658731833E0,-5.937328555E-2,4.514591351E-2,-1.122033906E-1
8.668674833E0,-3.892045610E-2,6.751981369E-2,-6.376213253E-2
8.678617833E0,-2.352444492E-2,1.032302535E-1,-4.718586087E-2
8.688559833E0,-7.621626332E-3,1.319096768E-1,-2.436827123E-2
8.698502833E0,-2.893787026E-3,1.304151285E-1,-1.829126000E-2
8.708445833E0,-1.313386962E-2,1.052814567E-1,-2.877473295E-2
8.718388833E0,-3.707617119E-2,6.674209746E-2,-5.820259988E-2
8.728331833E0,-5.796059825E-2,1.058705089E-2,-1.023420614E-1
8.738274833E0,-5.941480078E-2,-5.836832277E-2,-1.276318538E-1
8.748217833E0,-5.868769951E-2,-1.068310785E-1,-1.484578818E-1
8.758160833E0,-5.712890491E-2,-1.558835533E-1,-1.491186172E-1
8.768103833E0,-5.347008280E-2,-1.666551478E-1,-1.581543195E-1
8.778045833E0,-4.068733849E-2,-1.623270022E-1,-1.205345035E-1
8.787988833E0,-3.216100171E-2,-1.364582989E-1,-8.864671290E-2
8.797931833E0,-4.333196104E-2,-9.530811679E-2,-7.667336941E-2
8.807874833E0,-4.423506349E-2,-3.688979119E-2,-8.302344561E-2
8.817817833E0,-3.141080394E-2,2.328899399E-2,-5.287812531E-2
8.827760833E0,-4.354794256E-2,9.094785721E-2,-4.556618214E-2
8.837703833E0,-4.416497000E-2,1.469590303E-1,-9.476933241E-2
8.847646833E0,-2.251419224E-2,1.757974522E-1,-1.507271862E-1
8.857589833E0,-7.004964352E-3,1.859558931E-1,-1.668187237E-1
8.867531833E0,1.181305669E-2,1.586060169E-1,-1.550453550E-1
8.877474833E0,1.293367557E-2,1.220499556E-1,-1.371704167E-1
8.887417833E0,-5.948080122E-4,7.761360168E-2,-7.778784871E-2
8.897360833E0,-2.115230262E-2,2.977197558E-2,-5.294302940E-2
8.907303833E0,-4.938032091E-2,-7.564414982E-3,-6.524615586E-2
8.917246833E0,-5.534089945E-2,-4.256564688E-2,-8.102837563E-2
8.927189833E0,-6.174542785E-2,-6.807240754E-2,-1.196574211E-1
8.937132833E0,-5.632812873E-2,-9.895758335E-2,-1.292801839E-1
8.947075833E0,-5.215833306E-2,-9.199446313E-2,-1.438871133E-1
8.957017833E0,-4.687771261E-2,-6.956037775E-2,-1.451185369E-1
8.966960833E0,-4.920512371E-2,-4.539920758E-2,-1.131038618E-1
8.976903833E0,-4.844081953E-2,-2.076499768E-2,-8.958928406E-2
8.986846833E0,-5.662034333E-2,-2.201367058E-3,-7.905143201E-2
8.996789833E0,-5.874419823E-2,3.818381656E-2,-8.075764954E-2
9.006732833E0,-5.947305366E-2,5.385135781E-2,-8.975709915E-2
9.016675833E0,-6.267930128E-2,5.788226383E-2,-9.211411178E-2
9.026618833E0,-6.183620587E-2,5.413132980E-2,-9.516109586E-2
9.036561833E0,-6.159464277E-2,4.781408938E-2,-1.087582111E-1
9.046503833E0,-4.676939294E-2,4.258519851E-2,-1.234896863E-1
9.056446833E0,-3.340726264E-2,1.943415312E-2,-1.371072668E-1
9.066389833E0,-3.205911398E-2,-1.876992770E-3,-1.295889169E-1
9.076332833E0,-1.690335028E-2,-1.282632435E-2,-1.323844707E-1
9.086275833E0,-1.934390500E-2,-3.453800451E-2,-1.227932829E-1
9.096218833E0,-8.798013031E-3,-3.507909123E-2,-1.346607918E-1
9.106161833E0,-7.491598874E-3,-3.126568336E-2,-1.536507940E-1
9.116104833E0,-1.306026779E-2,-1.585044947E-2,-1.634735316E-1
9.126047833E0,-2.382067949E-2,-2.998890728E-4,-1.521264249E-1
9.135989833E0,-2.500927225E-2,1.049246304E-2,-1.450390148E-1
9.145932833E0,-4.203007847E-2,1.797116149E-2,-1.372160250E-1
9.155875833E0,-4.105849050E-2,2.259667452E-2,-1.112397695E-1
9.165818833E0,-4.796310201E-2,2.314105030E-2,-8.819881618E-2
9.175761833E0,-6.554926090E-2,2.028008077E-2,-7.744286299E-2
9.185704833E0,-5.508018672E-2,2.829953704E-2,-7.988466024E-2
9.195647833E0,-6.110581554E-2,2.250702940E-2,-6.649746001E-2
9.205590833E0,-5.466810420E-2,2.388404869E-2,-7.104893267E-2
9.215533833E0,-4.550741762E-2,2.523508441E-2,-1.100989777E-1
9.225475833E0,-3.346346900E-2,3.432553131E-2,-1.376551509E-1
9.235418833E0,-2.738236472E-2,3.831095695E-2,-1.424288177E-1
9.245361833E0,-2.853200041E-2,4.579188466E-2,-1.125296652E-1
9.255304833E0,-5.228711799E-2,3.101286437E-2,-4.934348345E-2
9.265247833E0,-6.137434892E-2,2.240327787E-2,-1.376785398E-2
9.275190833E0,-6.532436237E-2,6.611373648E-3,-3.941491127E-2
9.285133833E0,-6.679742217E-2,-1.518960446E-3,-8.079273283E-2
9.295076833E0,-4.064881995E-2,-6.042987742E-3,-2.127953804E-1
9.305019833E0,-2.272608072E-2,4.955697991E-3,-2.683462679E-1
9.314961833E0,-2.469761565E-2,-1.540829033E-2,-1.735915536E-1
9.324904833E0,-2.608969152E-2,-3.218398858E-2,-4.234612048E-2
9.334847833E0,-1.788984865E-2,-6.572084013E-2,-3.538968801E-2
9.344790833E0,-1.173806615E-2,-7.479239322E-2,-1.640243393E-1
9.354733833E0,-1.500600189E-2,-4.746605214E-2,-3.392496049E-1
9.364676833E0,-7.648084983E-3,-1.141277824E-2,-3.645195168E-1
9.374619833E0,-3.658602834E-3,1.345736682E-3,-2.112353432E-1
9.384562833E0,-4.370647520E-3,-2.958033308E-3,-4.139302433E-2
9.394505833E0,-7.721394449E-3,-1.263108216E-2,5.758104086E-2
9.404447833E0,-3.302200422E-2,2.559081439E-2,4.585795820E-2
9.414390833E0,-5.759478182E-2,8.439918581E-2,-1.673590064E-2
9.424333833E0,-8.880970404E-2,1.335382360E-1,-6.449011087E-2
9.434276833E0,-1.073770988E-1,1.350296049E-1,-8.726267695E-2
9.444219833E0,-9.682375163E-2,1.159031798E-1,-7.831585228E-2
9.454162833E0,-7.020064786E-2,1.105482631E-1,-8.249895036E-2
9.464105833E0,-5.499854498E-2,8.132128458E-2,-1.038605833E-1
9.474048833E0,-3.621246435E-2,5.927947428E-2,-1.401103967E-1
9.483991833E0,-2.632241070E-2,2.827837743E-2,-1.587033731E-1
9.493933833E0,-1.882372208E-2,-1.945807189E-3,-1.549202245E-1
9.503877458E0,-1.665477052E-2,-3.027096234E-2,-1.421183306E-1
9.513820458E0,-1.893430755E-2,-7.508628890E-2,-1.387327927E-1
9.523763458E0,-2.541375339E-2,-9.873900712E-2,-1.299216235E-1
9.533706458E0,-2.654979430E-2,-1.167800794E-1,-1.444016683E-1
9.543649458E0,-2.870076567E-2,-1.160863803E-1,-1.502477145E-1
9.553592458E0,-2.287211493E-2,-1.139310966E-1,-1.580502391E-1
9.563535458E0,-2.543787315E-2,-9.006064273E-2,-1.495279223E-1
9.573478458E0,-2.424906112E-2,-7.589568973E-2,-1.348566735E-1
9.583420458E0,-4.087539956E-2,-4.260208234E-2,-1.179079342E-1
9.593363458E0,-3.181060731E-2,-6.719766408E-3,-1.220629656E-1
9.603306458E0,-3.389192373E-2,2.722317427E-2,-6.414161682E-2
9.613249458E0,-4.261962399E-2,5.591166079E-2,-2.773509800E-2
9.623192458E0,-4.846274659E-2,8.865964986E-2,-1.060386711E-1
9.633135458E0,-3.694248922E-2,1.167747438E-1,-2.161674696E-1
9.643078458E0,-1.934829041E-2,1.158497143E-1,-1.985977560E-1
9.653021458E0,-9.732982814E-3,9.941538379E-2,-1.195346296E-1
9.662964458E0,-5.054917932E-4,5.705618016E-2,-9.766604304E-2
9.672906458E0,-4.950325862E-3,1.834637001E-2,-9.411093593E-2
9.682849458E0,-2.525536694E-2,-7.628496811E-3,-1.072888058E-1
9.692792458E0,-4.659229539E-2,-2.171356224E-2,-1.124343556E-1
9.702735458E0,-6.075797930E-2,-3.723521546E-2,-1.212940568E-1
9.712678458E0,-6.619238153E-2,-5.931203596E-2,-1.164168942E-1
9.722621458E0,-6.035678722E-2,-6.147623666E-2,-1.257847184E-1
9.732564458E0,-4.869298071E-2,-5.034386896E-2,-1.487783092E-1
9.742507458E0,-3.310225725E-2,-3.404629022E-2,-1.516060227E-1
9.752450458E0,-3.738161512E-2,-2.359190717E-2,-1.240007329E-1
9.762393458E0,-3.886973150E-2,-8.794358522E-3,-1.022637087E-1
9.772335458E0,-3.875388354E-2,7.538522780E-3,-9.625627935E-2
9.782278458E0,-4.972581826E-2,1.556272991E-2,-1.091792107E-1
9.792221458E0,-6.272147432E-2,1.338807732E-2,-1.590787643E-1
9.802164458E0,-5.990128912E-2,4.644004852E-3,-1.817677152E-1
9.812107458E0,-6.011222742E-2,-4.351863340E-3,-1.862379116E-1
9.822050458E0,-5.535924509E-2,-2.500379048E-2,-2.035006464E-1
9.831993458E0,-4.519473776E-2,-4.034052551E-2,-2.116972733E-1
9.841936458E0,-3.880453505E-2,-5.267793126E-2,-2.070738798E-1
9.851879458E0,-4.199894205E-2,-7.052809194E-2,-1.957454842E-1
9.861821458E0,-3.166303821E-2,-6.551520087E-2,-1.591284657E-1
9.871764458E0,-2.681898549E-2,-6.390041918E-2,-1.482479668E-1
9.881707458E0,-2.116977118E-2,-5.524500512E-2,-1.552254492E-1
9.891650458E0,-9.523213953E-3,-2.228052288E-2,-1.836832631E-1
9.901593458E0,-1.451505505E-2,8.839382082E-3,-1.911273533E-1
9.911536458E0,-1.911367089E-2,2.651990041E-2,-1.769192040E-1
9.921479458E0,-1.679254554E-2,4.408493623E-2,-1.461295205E-1
9.931422458E0,-2.581589565E-2,4.398728773E-2,-1.212659901E-1
9.941365458E0,-3.318221793E-2,5.140031464E-2,-1.042792439E-1
9.951308458E0,-5.133438729E-2,3.230469704E-2,-8.600961864E-2
9.961250458E0,-5.541391656E-2,1.337872177E-2,-9.017400563E-2
9.971193458E0,-5.521708466E-2,1.549870290E-2,-1.355507380E-1
9.981136458E0,-4.618408665E-2,2.076565549E-3,-1.600575882E-1
9.991079458E0,-6.023940437E-2,5.953927338E-3,-1.548284233E-1
1.000102246E1,-6.789150931E-2,-1.564700291E-2,-1.349379498E-1
1.001096546E1,-7.661402017E-2,-3.579102628E-2,-7.616173804E-2
1.002090846E1,-7.901459455E-2,-6.049960546E-2,-7.662483752E-2
1.003085146E1,-8.203804359E-2,-6.376052454E-2,-1.567849016E-1
1.004079446E1,-7.373762861E-2,-6.590732977E-2,-2.174825084E-1
1.005073746E1,-3.941988140E-2,-6.191521637E-2,-2.878034627E-1
1.006067946E1,-2.777982920E-2,-4.695869654E-2,-2.063909250E-1
1.007062246E1,-1.601340406E-2,-5.571888540E-2,-1.161970389E-1
1.008056546E1,3.086306602E-3,-8.188089967E-2,-8.061029971E-2
1.009050846E1,6.617513224E-3,-7.447214853E-2,-9.925823987E-2
1.010045146E1,5.114047900E-3,-4.288099453E-2,-2.214328873E-1
1.011039446E1,-5.653965175E-3,-9.875399061E-3,-3.075986266E-1
1.012033746E1,-1.948760033E-2,1.933608435E-2,-2.849470979E-1
1.013028046E1,-2.143545404E-2,2.705408011E-2,-1.382819724E-1
1.014022346E1,-2.572007440E-2,1.196943317E-2,4.736595511E-2
1.015016546E1,-3.512590550E-2,2.385737076E-3,1.211063612E-1
1.016010846E1,-4.702513553E-2,4.316494994E-2,5.027903795E-2
1.017005146E1,-5.524902508E-2,1.013103202E-1,-3.904361308E-2
1.017999446E1,-6.971920274E-2,1.600509736E-1,-8.237031162E-2
1.018993746E1,-9.100357935E-2,1.643591655E-1,-1.178459537E-1
1.019988046E1,-8.156807363E-2,1.049591655E-1,-1.328317827E-1
1.020982346E1,-6.891016737E-2,5.618019417E-2,-1.545951194E-1
1.021976646E1,-6.162380576E-2,7.940153405E-3,-1.601827186E-1
1.022970946E1,-4.378767841E-2,-3.162813764E-2,-1.596529609E-1
1.023965246E1,-4.473266155E-2,-7.422148570E-2,-1.347350514E-1
1.024959446E1,-6.447432339E-2,-1.219528187E-1,-6.702429414E-2
1.025953746E1,-8.019543976E-2,-1.466616537E-1,-4.083929300E-2
1.026948046E1,-9.004310109E-2,-1.551982597E-1,-4.527265191E-2
1.027942346E1,-8.978677377E-2,-1.618401119E-1,-6.990580201E-2
1.028936646E1,-7.969360247E-2,-1.559704576E-1,-1.163227540E-1
1.029930946E1,-6.025789618E-2,-1.260839862E-1,-1.414897549E-1
1.030925246E1,-3.391918637E-2,-1.051503694E-1,-1.694318444E-1
1.031919546E1,-1.146046959E-2,-7.228404734E-2,-1.903116667E-1
1.032913846E1,-1.515525207E-3,-3.916618533E-2,-1.911285228E-1
1.033908146E1,1.168492958E-2,1.409178972E-3,-1.549325037E-1
1.034902346E1,8.974598944E-3,4.432266209E-2,-1.461646038E-1
1.035896646E1,-1.418973058E-3,8.106649216E-2,-8.760240018E-2
1.036890946E1,-1.914042190E-2,1.246067968E-1,2.597917914E-3
1.037885246E1,-2.919448994E-2,1.325288969E-1,-2.990324557E-2
1.038879546E1,-2.861517705E-2,1.447185509E-1,-1.434971040E-1
1.039873846E1,-1.692191519E-2,1.539962914E-1,-1.628566504E-1
1.040868146E1,-6.548442990E-3,1.450909454E-1,-1.145194727E-1
1.041862446E1,-5.315849930E-4,9.008538377E-2,-9.747659326E-2
1.042856746E1,-7.381817400E-3,2.705280103E-2,-1.056983632E-1
1.043851046E1,-1.540902123E-2,-1.346610110E-2,-8.200486064E-2
1.044845246E1,-3.285155788E-2,-5.063407358E-2,-7.213826895E-2
1.045839546E1,-5.860883519E-2,-7.856545530E-2,-7.620676160E-2
1.046833846E1,-5.711253271E-2,-1.080716384E-1,-1.070555019E-1
1.047828146E1,-5.028912440E-2,-1.212826182E-1,-1.398250526E-1
1.048822446E1,-4.492423095E-2,-1.062473436E-1,-1.521585846E-1
1.049816746E1,-3.827682383E-2,-8.180031773E-2,-1.457804418E-1
1.050811338E1,-2.079766899E-2,-6.255186852E-2,-1.168595284E-1
1.051805638E1,-2.253918909E-2,-3.428028848E-2,-1.016795719E-1
1.052799938E1,-3.100544572E-2,-1.630306050E-2,-9.060260653E-2
1.053794238E1,-4.288691483E-2,1.915944362E-2,-8.914606512E-2
1.054788438E1,-5.582658380E-2,3.934481777E-2,-6.972278416E-2
1.055782738E1,-6.983556233E-2,3.930673778E-2,-6.257573247E-2
1.056777038E1,-7.884385586E-2,4.336496126E-2,-8.857771575E-2
1.057771338E1,-7.524007067E-2,3.999855476E-2,-1.375159872E-1
1.058765638E1,-6.749514118E-2,3.772586994E-2,-1.633109790E-1
1.059759938E1,-4.642236069E-2,2.112368781E-2,-1.340234452E-1
1.060754238E1,-2.721849650E-2,5.258072130E-3,-1.105819577E-1
1.061748538E1,-1.523302004E-2,-2.906150233E-2,-1.019678396E-1
1.062742838E1,-4.418887049E-3,-4.624149900E-2,-1.201959497E-1
1.063737138E1,-8.161616698E-3,-3.037378198E-2,-1.419376516E-1
1.064731338E1,-1.920963831E-2,-2.445890307E-2,-1.438052523E-1
1.065725638E1,-2.867861934E-2,-1.686450284E-2,-1.278487855E-1
1.066719938E1,-4.986644380E-2,-8.856138010E-3,-1.051323527E-1
1.067714238E1,-4.440609455E-2,-2.873175591E-4,-1.004943413E-1
1.068708538E1,-4.767812334E-2,2.176777689E-2,-1.051469707E-1
1.069702838E1,-5.341358408E-2,2.652203830E-2,-1.062158418E-1
1.070697138E1,-4.118303619E-2,3.188442841E-2,-1.099802792E-1
1.071691438E1,-3.252893776E-2,1.970546393E-2,-1.137388694E-1
1.072685738E1,-3.415512152E-2,2.019637423E-2,-1.183722031E-1
1.073680038E1,-4.265178367E-2,1.913135871E-2,-1.014971387E-1
1.074674238E1,-5.020938300E-2,-3.127566017E-3,-8.345263124E-2
1.075668538E1,-3.968790315E-2,-1.256020295E-2,-8.617158651E-2
1.076662838E1,-3.416118801E-2,-2.104877036E-2,-1.409383625E-1
1.077657138E1,-2.167687096E-2,-1.169898117E-2,-1.568462974E-1
1.078651438E1,-2.134087533E-2,6.084722243E-3,-1.342918324E-1
1.079645738E1,-2.599175066E-2,1.353169955E-2,-7.011981010E-2
1.080640038E1,-4.793240413E-2,-1.238696091E-3,-1.728144586E-2
1.081634338E1,-4.773813039E-2,-2.041211821E-2,-8.380229473E-3
1.082628637E1,-5.638660088E-2,-1.682327997E-2,-8.998806417E-2
1.083622938E1,-4.508013234E-2,-5.676623136E-3,-1.457734251E-1
1.084617138E1,-3.158183500E-2,1.367747795E-2,-1.891036320E-1
1.085611438E1,-1.991064638E-2,3.413202502E-3,-1.301894259E-1
1.086605738E1,-1.625730604E-2,-8.458143622E-3,-5.787807941E-2
1.087600038E1,-1.055970602E-2,-4.163771203E-2,-3.037160754E-2
1.088594338E1,-5.545937866E-3,-5.953770194E-2,-1.043757230E-1
1.089588638E1,-1.022385657E-2,-4.738185223E-2,-2.189448971E-1
1.090582938E1,-2.614428990E-2,-1.613820557E-2,-2.920736843E-1
1.091577238E1,-4.575533956E-2,4.730214737E-3,-2.482371086E-1
1.092571538E1,-4.284013711E-2,-2.928450052E-3,-1.180663937E-1
1.093565838E1,-4.541298509E-2,-2.560550552E-2,-8.509452939E-3
1.094560038E1,-4.838951021E-2,-4.425315332E-2,-1.746972620E-2
1.095554338E1,-5.407621980E-2,-1.394012757E-2,-6.065726101E-2
1.096548638E1,-7.195408165E-2,1.969393395E-2,-1.111807126E-1
1.097542938E1,-8.539193340E-2,5.610560562E-2,-1.378334910E-1
1.098537238E1,-7.652229197E-2,5.555357365E-2,-1.273155195E-1
1.099531538E1,-4.988157347E-2,6.026944444E-2,-1.086857057E-1
1.100525838E1,-3.737511009E-2,7.480189495E-2,-9.389751256E-2
1.101520138E1,-2.512358531E-2,8.592519946E-2,-8.569679260E-2
1.102514438E1,-8.476123810E-3,9.894278258E-2,-7.248208523E-2
1.103508738E1,-1.336951241E-2,9.808737148E-2,-5.038136423E-2
1.104502938E1,-1.491931692E-2,7.462439541E-2,-4.671457529E-2
1.105497238E1,-1.874624647E-2,4.166747801E-2,-5.997547567E-2
1.106491538E1,-4.604002587E-2,-7.301591774E-3,-8.305385113E-2
1.107485838E1,-5.453010991E-2,-4.856393997E-2,-1.090920871E-1
1.108480138E1,-5.269773871E-2,-8.831429869E-2,-1.277540606E-1
1.109474438E1,-5.639983021E-2,-1.282434269E-1,-1.117753744E-1
1.110468738E1,-5.223895155E-2,-1.311812234E-1,-1.210975903E-1
1.111463037E1,-4.554907903E-2,-1.377100782E-1,-1.027197915E-1
1.112457338E1,-3.975858137E-2,-1.111113134E-1,-9.133116961E-2
1.113451638E1,-3.998479553E-2,-6.562410526E-2,-7.701543152E-2
1.114445838E1,-4.060481966E-2,-2.355126902E-2,-8.140727520E-2
1.115440138E1,-4.047340348E-2,3.398306720E-2,-6.665182650E-2
1.116434438E1,-3.526009910E-2,7.926432548E-2,-1.145820379E-2
1.117428738E1,-3.627700299E-2,1.310720997E-1,-2.115054846E-2
1.118423038E1,-2.273265883E-2,1.743213957E-1,-8.409699440E-2
1.119417338E1,4.075143859E-3,1.864006469E-1,-1.117952549E-1
1.120411638E1,1.733341299E-2,1.725839321E-1,-1.092037690E-1
1.121405938E1,2.326475546E-2,1.310952327E-1,-9.282981098E-2
1.122400238E1,7.210640162E-3,9.189842261E-2,-9.286606371E-2
1.123394438E1,-2.436622471E-2,3.691011027E-2,-5.463638306E-2
1.124388738E1,-4.219745502E-2,-1.445530381E-2,-5.383823812E-2
1.125383038E1,-5.929485977E-2,-5.893627927E-2,-7.415497363E-2
1.126377338E1,-7.300862700E-2,-8.791465977E-2,-9.791805804E-2
1.127371637E1,-5.974684954E-2,-9.779923165E-2,-1.373078263E-1
1.128365938E1,-4.814538896E-2,-1.077454003E-1,-1.474100608E-1
1.129360238E1,-3.091371752E-2,-8.322325593E-2,-1.433936083E-1
1.130354538E1,-3.027015835E-2,-5.760274865E-2,-1.118332618E-1
1.131348838E1,-3.223292246E-2,-1.093129657E-2,-8.065006077E-2
1.132343138E1,-3.944041975E-2,2.714999272E-2,-8.201129258E-2
1.133337338E1,-5.003411271E-2,5.432730289E-2,-8.717379928E-2
1.134331638E1,-4.580979176E-2,5.849958362E-2,-9.606156707E-2
1.135325938E1,-5.304813311E-2,7.951160789E-2,-9.903721511E-2
1.136320238E1,-4.451441422E-2,8.234144099E-2,-1.099288237E-1
1.137314538E1,-2.796737865E-2,6.160567939E-2,-1.267921937E-1
1.138308838E1,-3.010482833E-2,4.723563530E-2,-1.504272240E-1
1.139303138E1,-2.467261881E-2,3.127847414E-2,-1.601710242E-1
1.140297437E1,-1.993096545E-2,4.713458810E-3,-1.363827968E-1
1.141291738E1,-2.805114001E-2,-2.167171810E-2,-1.125641638E-1
1.142286038E1,-1.881370872E-2,-5.736955438E-2,-1.263232470E-1
1.143280338E1,-2.427296162E-2,-6.232459456E-2,-1.342818922E-1
1.144274538E1,-3.697384492E-2,-6.374817230E-2,-1.440765631E-1
1.145268838E1,-4.304705545E-2,-5.122420382E-2,-1.393935281E-1
1.146263138E1,-4.828645304E-2,-3.033648770E-2,-1.345555419E-1
1.147257438E1,-5.205863804E-2,-8.426714838E-3,-1.159152031E-1
1.148251738E1,-4.854738504E-2,2.286294211E-2,-1.110146517E-1
1.149246038E1,-3.730640531E-2,3.015390839E-2,-1.229868257E-1
1.150240338E1,-3.220829107E-2,4.367979728E-2,-1.157976741E-1
1.151234675E1,-1.976943612E-2,5.641744494E-2,-1.294497532E-1
1.152228975E1,-1.900688611E-2,5.098735504E-2,-1.211385208E-1
1.153223175E1,-2.000208221E-2,4.837946031E-2,-1.313009816E-1
1.154217475E1,-2.326731361E-2,3.286500648E-2,-1.358255571E-1
1.155211775E1,-2.203442819E-2,2.240444731E-2,-1.366260409E-1
1.156206075E1,-3.211934030E-2,8.470166959E-3,-1.197813821E-1
1.157200375E1,-4.038489126E-2,-9.734992795E-3,-1.101831776E-1
1.158194675E1,-4.480926007E-2,-2.226056926E-2,-9.043596089E-2
1.159188975E1,-6.068730108E-2,-3.389272772E-2,-6.577240527E-2
1.160183275E1,-6.518907242E-2,-2.577657312E-2,-7.294401526E-2
1.161177575E1,-6.274727516E-2,-2.725452997E-2,-9.726960182E-2
1.162171875E1,-5.498261131E-2,-9.249454625E-3,-1.388146538E-1
1.163166075E1,-5.812103122E-2,1.420226555E-2,-1.424603927E-1
1.164160375E1,-5.029877231E-2,2.001176666E-2,-1.017339510E-1
1.165154675E1,-5.615687840E-2,6.248261556E-3,-3.129195929E-2
1.166148975E1,-5.299053803E-2,-1.086500376E-2,-3.057216704E-2
1.167143275E1,-4.683517411E-2,-1.465842146E-2,-9.943248689E-2
1.168137575E1,-2.663626000E-2,-7.451947443E-3,-1.435947526E-1
1.169131875E1,-1.084541559E-2,6.142500043E-3,-2.246611351E-1
1.170126175E1,3.060651943E-3,2.159398668E-2,-2.261773181E-1
1.171120475E1,1.291649938E-3,1.488931339E-2,-1.505663878E-1
1.172114775E1,1.067825831E-2,-1.211703882E-2,-2.439750731E-2
1.173108975E1,6.487631947E-3,-2.405683391E-2,-4.888681591E-2
1.174103275E1,-4.059356377E-3,-2.141202863E-2,-1.855666512E-1
1.175097575E1,-1.334086105E-2,-1.382471815E-2,-3.139247292E-1
1.176091875E1,-3.567430124E-2,1.304703847E-2,-2.948879492E-1
1.177086175E1,-4.136919692E-2,1.803142436E-2,-1.428889936E-1
1.178080475E1,-3.993260913E-2,-1.263228815E-2,-2.284916461E-2
1.179074775E1,-3.926317602E-2,-3.267592214E-2,2.274683833E-2
1.180069075E1,-5.186151378E-2,-5.855694115E-3,-2.912264228E-2
1.181063375E1,-7.571121007E-2,5.555041250E-2,-9.590076864E-2
1.182057675E1,-7.852788694E-2,8.550441921E-2,-1.062906861E-1
1.183051875E1,-7.790778972E-2,9.230498683E-2,-8.827716887E-2
1.184046175E1,-5.543555126E-2,8.078385238E-2,-5.971995234E-2
1.185040475E1,-3.973650813E-2,7.846068051E-2,-5.582746089E-2
1.186034775E1,-3.076834112E-2,8.043974373E-2,-8.258665860E-2
1.187029075E1,-2.487822153E-2,5.497716609E-2,-1.027496123E-1
1.188023375E1,-2.186946362E-2,3.070128087E-2,-1.129629439E-1
1.189017675E1,-2.478342354E-2,-1.852178648E-3,-1.212075180E-1
1.190011975E1,-4.116147459E-2,-3.335540514E-2,-1.299654776E-1
1.191006275E1,-4.173055485E-2,-6.344729651E-2,-1.410845429E-1
1.192000475E1,-4.465211615E-2,-9.469013918E-2,-1.569416070E-1
