"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.947423058E1,-2.958347596E-2,-1.140931011E-1,-1.285650694E-1
4.948417358E1,-2.972614802E-2,-1.153856829E-1,-1.319623017E-1
4.949411658E1,-2.592384987E-2,-1.063018507E-1,-1.545454180E-1
4.950405958E1,-3.378725857E-2,-8.964837749E-2,-1.615854657E-1
4.951400258E1,-3.039960109E-2,-6.892078372E-2,-1.595371860E-1
4.952394558E1,-2.091315150E-2,-4.973506417E-2,-1.589781922E-1
4.953388858E1,-2.840124205E-2,-3.129791614E-2,-1.415061271E-1
4.954383100E1,-1.713511929E-2,1.360901071E-2,-1.383673418E-1
4.955377300E1,-2.117510676E-2,4.311007747E-2,-9.400627077E-2
4.956371600E1,-2.146644428E-2,7.044082224E-2,-3.071016133E-2
4.957365900E1,-3.442760177E-2,8.831632694E-2,-5.532226145E-2
4.958360200E1,-3.203806400E-2,1.012680741E-1,-1.391760117E-1
4.959354500E1,-2.234111466E-2,1.123296722E-1,-1.657480985E-1
4.960348800E1,-1.837195158E-3,1.113924183E-1,-1.175296193E-1
4.961343100E1,9.457944408E-3,6.409454674E-2,-9.726024628E-2
4.962337400E1,6.554728746E-3,3.191567447E-2,-1.050042987E-1
4.963331700E1,1.573339552E-3,-1.297124393E-2,-1.313109219E-1
4.964325900E1,-2.497060753E-2,-3.477956761E-2,-1.375089705E-1
4.965320200E1,-3.923759446E-2,-6.232178058E-2,-1.239177024E-1
4.966314500E1,-5.176247656E-2,-8.841889076E-2,-1.159344989E-1
4.967308800E1,-5.559386462E-2,-1.023493339E-1,-1.004633510E-1
4.968303100E1,-4.965177789E-2,-8.392296664E-2,-9.348411441E-2
4.969297400E1,-4.938726448E-2,-7.088526545E-2,-1.065029401E-1
4.970291700E1,-3.438667126E-2,-4.301844064E-2,-9.428167462E-2
4.971286000E1,-2.498573720E-2,-8.807185851E-3,-9.234215319E-2
4.972280300E1,-1.300143018E-2,1.092007723E-2,-1.142370522E-1
4.973274600E1,-1.843385898E-2,2.363138502E-2,-1.390532202E-1
4.974268800E1,-3.111661591E-2,2.365893088E-2,-1.537472731E-1
4.975263100E1,-3.670808896E-2,2.254309941E-2,-1.323482180E-1
4.976257400E1,-4.676149920E-2,2.716711409E-2,-1.219758421E-1
4.977251700E1,-4.663022920E-2,8.374281758E-3,-1.079396009E-1
4.978246000E1,-4.615324259E-2,1.173572727E-3,-1.283510613E-1
4.979240300E1,-2.506423607E-2,4.561997652E-3,-1.444800210E-1
4.980234600E1,-2.407503337E-2,-2.275443971E-3,-1.344216406E-1
4.981228900E1,-1.945690244E-2,-1.455152705E-2,-1.115286219E-1
4.982223200E1,-4.879940003E-3,-2.549864765E-2,-1.027162832E-1
4.983217500E1,3.914710879E-3,-2.623367921E-2,-1.139458609E-1
4.984211700E1,-6.716988981E-4,-2.142536759E-2,-1.191954911E-1
4.985206000E1,-1.566030532E-2,-2.638738789E-3,-1.178640801E-1
4.986200300E1,-2.491622843E-2,1.937991106E-2,-1.092031842E-1
4.987194600E1,-3.074970312E-2,2.046727390E-2,-1.090704525E-1
4.988188900E1,-3.829041861E-2,3.262045582E-2,-1.137207431E-1
4.989183200E1,-3.756697185E-2,3.634111223E-2,-9.593702137E-2
4.990177500E1,-4.364785686E-2,3.077886611E-2,-1.088108361E-1
4.991171800E1,-4.178690739E-2,2.212996622E-2,-1.150995165E-1
4.992166100E1,-3.682744525E-2,1.274635454E-2,-1.216793883E-1
4.993160400E1,-3.921566740E-2,-1.044678167E-3,-1.209233433E-1
4.994154600E1,-3.060096458E-2,-1.263590612E-2,-1.279774243E-1
4.995148900E1,-2.104741819E-2,-1.430561509E-2,-1.409091264E-1
4.996143200E1,-1.853611216E-2,-2.835037127E-2,-1.387199289E-1
4.997137500E1,-2.440116182E-2,-3.721979342E-2,-1.362646830E-1
4.998131800E1,-2.302041493E-2,-3.504115285E-2,-1.329949200E-1
4.999126100E1,-3.567890592E-2,-3.129429817E-2,-9.536048591E-2
5.000120400E1,-3.691215679E-2,-3.020196520E-2,-6.047365844E-2
5.001114700E1,-2.870544344E-2,-2.963025369E-2,-7.378835320E-2
5.002109000E1,-2.169594750E-2,-1.925919347E-2,-1.099954820E-1
5.003103300E1,-2.027244285E-2,2.202408593E-2,-1.438064218E-1
5.004097500E1,-2.363956198E-2,3.562467299E-2,-1.170057088E-1
5.005091800E1,-3.215376578E-2,3.679470313E-2,-6.174250424E-2
5.006086100E1,-4.780990496E-2,1.306362994E-2,-2.827362657E-2
5.007080400E1,-3.691193752E-2,5.452528596E-4,-8.337486327E-2
5.008074700E1,-3.330193967E-2,5.283434428E-3,-1.675122035E-1
5.009069000E1,-2.333039045E-2,2.396897949E-2,-2.250780416E-1
5.010063300E1,-2.125755250E-3,4.002623767E-2,-1.714006019E-1
5.011057600E1,4.918239266E-3,2.031914748E-2,-7.690725803E-2
5.012051900E1,-5.022173524E-3,-1.034127597E-2,3.551598787E-3
5.013046200E1,-7.034638971E-3,-4.297703505E-2,-4.341499150E-2
5.014040400E1,-4.258965701E-4,-4.045673892E-2,-1.690845197E-1
5.015034700E1,-2.364511684E-2,-1.748375952E-2,-2.761938161E-1
5.016029000E1,-4.230606705E-2,-1.064661026E-2,-2.484932166E-1
5.017023300E1,-3.617131457E-2,-7.023419626E-3,-1.377960688E-1
5.018017600E1,-3.533136204E-2,-4.696633447E-2,-3.687721968E-2
5.019011900E1,-2.419512056E-2,-5.314241946E-2,-4.201750696E-2
5.020006200E1,-2.991033532E-2,-2.928332879E-2,-9.116803229E-2
5.021000500E1,-5.599512979E-2,1.257111166E-2,-1.291737646E-1
5.021994800E1,-6.965619899E-2,5.201730553E-2,-1.294509226E-1
5.022989100E1,-6.473890990E-2,4.568550188E-2,-8.736675739E-2
5.023983300E1,-5.245076694E-2,4.245780230E-2,-7.769604743E-2
5.024977600E1,-3.432469077E-2,5.680434790E-2,-7.723294795E-2
5.025971900E1,-1.397097163E-2,6.886755578E-2,-1.104474717E-1
5.026966200E1,-5.883980021E-3,8.578475665E-2,-1.184786224E-1
5.027960500E1,-3.808145374E-3,8.730141476E-2,-9.986167252E-2
5.028954800E1,-2.366879806E-3,5.294584338E-2,-8.739599347E-2
5.029949100E1,-2.040298194E-2,1.873912018E-2,-9.739941001E-2
5.030943400E1,-3.713610515E-2,-1.965541542E-2,-8.793744564E-2
5.031937700E1,-4.414647818E-2,-5.086262662E-2,-9.342564225E-2
5.032932000E1,-4.879713424E-2,-8.694111664E-2,-9.952545762E-2
5.033926200E1,-4.277537920E-2,-1.082801647E-1,-1.204684299E-1
5.034920500E1,-3.176470667E-2,-1.205262077E-1,-1.387403941E-1
5.035914800E1,-2.763540298E-2,-1.095980906E-1,-1.453728908E-1
5.036909100E1,-1.851805888E-2,-9.424396008E-2,-1.383895612E-1
5.037903400E1,-1.523806326E-2,-6.118091572E-2,-1.161198556E-1
5.038897700E1,-2.194555052E-2,-2.776831750E-2,-1.273845166E-1
5.039892000E1,-1.377070449E-2,6.513248918E-3,-1.274119985E-1
5.040886300E1,-2.248429835E-2,4.607262410E-2,-4.831495821E-2
5.041880600E1,-3.535833232E-2,7.454633508E-2,-4.932301819E-2
5.042874900E1,-3.731707647E-2,1.065827180E-1,-1.055404884E-1
5.043869100E1,-2.364380121E-2,1.321141466E-1,-1.443081129E-1
5.044863400E1,-1.206543714E-2,1.166404040E-1,-1.238960677E-1
5.045857700E1,-1.020916544E-2,8.284773678E-2,-9.963597000E-2
5.046852000E1,-9.346920401E-3,4.728215721E-2,-1.146422642E-1
5.047846300E1,-2.547266409E-2,1.453625120E-2,-1.078980857E-1
5.048840600E1,-3.851729058E-2,-1.189100739E-2,-9.455766320E-2
5.049834900E1,-3.599180505E-2,-3.699350618E-2,-1.027116054E-1
5.050829200E1,-4.008595236E-2,-7.624692466E-2,-1.112672514E-1
5.051823500E1,-2.813607082E-2,-6.375182681E-2,-1.054732454E-1
5.052817800E1,-2.989491329E-2,-6.338973798E-2,-8.694575787E-2
5.053812000E1,-2.623645663E-2,-4.381179817E-2,-8.784681380E-2
5.054806358E1,-2.060953483E-2,-1.662166066E-2,-6.980172157E-2
5.055800658E1,-2.344857730E-2,7.214730929E-3,-5.906331003E-2
5.056794958E1,-2.849399351E-2,2.180730041E-2,-7.304634154E-2
5.057789258E1,-3.031350084E-2,3.521273665E-2,-1.154041564E-1
5.058783558E1,-4.418353491E-2,3.751452735E-2,-1.226500261E-1
5.059777858E1,-5.679773323E-2,3.452765996E-2,-1.203427148E-1
5.060772158E1,-5.526452020E-2,2.763025012E-2,-1.000464445E-1
5.061766458E1,-4.668789737E-2,1.786577913E-3,-7.683592200E-2
5.062760758E1,-3.745419368E-2,1.023335829E-3,-1.036290336E-1
5.063754958E1,-2.721023731E-2,9.264876656E-3,-1.126243901E-1
5.064749258E1,-7.755527571E-3,-6.314922099E-3,-1.104404551E-1
5.065743558E1,-6.008525714E-3,-1.418958669E-2,-9.975466847E-2
5.066737858E1,-3.292713314E-4,-2.536058027E-2,-9.401270270E-2
5.067732158E1,5.357365161E-3,-2.030610088E-2,-9.440855920E-2
5.068726458E1,-5.426069945E-3,-1.156900853E-2,-9.512016535E-2
5.069720758E1,-1.382332943E-2,7.482060604E-3,-1.026010931E-1
5.070715058E1,-1.675980113E-2,2.808275152E-2,-9.631767511E-2
5.071709358E1,-2.897214957E-2,3.636430923E-2,-9.618786693E-2
5.072703658E1,-3.525564060E-2,5.521821756E-2,-9.546807468E-2
5.073697858E1,-4.531248607E-2,6.171622831E-2,-8.261706412E-2
5.074692158E1,-3.603755951E-2,5.420979213E-2,-7.530336678E-2
5.075686458E1,-3.989642948E-2,5.649667472E-2,-9.010910153E-2
5.076680758E1,-3.538822621E-2,5.358582113E-2,-9.502777934E-2
5.077675058E1,-3.367024116E-2,3.552388161E-2,-8.439695656E-2
5.078669358E1,-2.815872878E-2,2.953293409E-2,-1.034232116E-1
5.079663658E1,-2.015959159E-2,1.576171797E-2,-1.130395424E-1
5.080657958E1,-3.259208769E-2,3.813846409E-3,-1.232745087E-1
5.081652258E1,-2.991055459E-2,-8.324132748E-3,-1.301900107E-1
5.082646558E1,-3.001112670E-2,-1.512053423E-2,-1.115718913E-1
5.083640758E1,-3.563497871E-2,-2.550325233E-2,-1.062082404E-1
5.084635058E1,-2.436059676E-2,-1.902439121E-2,-9.886355281E-2
5.085629358E1,-1.228587717E-2,-2.064648192E-2,-1.050329500E-1
5.086623658E1,-1.225539856E-2,-1.416578441E-2,-1.304700923E-1
5.087617958E1,-6.512701884E-3,1.115824163E-2,-1.258613169E-1
5.088612258E1,-1.622302674E-2,1.527910341E-2,-8.941620648E-2
5.089606558E1,-3.223029122E-2,-3.023375943E-3,-4.244376898E-2
5.090600858E1,-4.084857546E-2,-1.717425909E-2,-7.248033106E-2
5.091595158E1,-4.365575060E-2,-1.793260641E-2,-1.146872878E-1
5.092589458E1,-3.382248804E-2,5.689011924E-3,-1.754574001E-1
5.093583658E1,-8.941269815E-3,3.151356876E-2,-2.139045972E-1
5.094577958E1,-4.496728107E-3,4.588801654E-2,-1.726285172E-1
5.095572258E1,4.750131816E-3,3.484447170E-2,-1.011188239E-1
5.096566558E1,-6.254693493E-3,9.761159085E-3,-3.131008565E-2
5.097560858E1,2.220041603E-3,-9.053463265E-3,-1.025747806E-1
5.098555158E1,1.512367710E-2,-2.682461344E-2,-2.609238124E-1
5.099549458E1,-4.521140233E-3,-4.098678902E-3,-3.125646669E-1
5.100543758E1,-1.865641862E-2,-7.064532861E-4,-2.317362660E-1
5.101538058E1,-1.152807802E-2,-1.034697700E-2,-7.186403453E-2
5.102532358E1,-1.871978782E-2,-3.643630307E-2,2.209721267E-2
5.103526558E1,-2.699520595E-2,-8.737804983E-3,3.715320826E-3
5.104520858E1,-5.512557574E-2,3.005361037E-2,-6.859076321E-2
5.105515158E1,-8.752740964E-2,8.265057597E-2,-9.703629792E-2
5.106509458E1,-9.834775530E-2,9.088619649E-2,-8.750182807E-2
5.107503758E1,-8.872535795E-2,8.013590779E-2,-6.871706307E-2
5.108498058E1,-6.328426883E-2,7.479407430E-2,-6.445561230E-2
5.109492358E1,-4.554827504E-2,7.687754687E-2,-1.001973027E-1
5.110486658E1,-2.850239888E-2,6.375840493E-2,-1.409956652E-1
5.111480958E1,-1.079856478E-2,4.670997061E-2,-1.547459775E-1
5.112475158E1,2.681386918E-3,2.374492150E-2,-1.574608397E-1
5.113469458E1,6.010206789E-3,-1.156962980E-2,-1.508131403E-1
5.114463758E1,-1.399384886E-3,-5.890327904E-2,-1.382346100E-1
5.115458058E1,-1.150878221E-2,-8.234114863E-2,-1.416721880E-1
5.116452358E1,-2.656126946E-2,-1.022868052E-1,-1.196334475E-1
5.117446658E1,-3.779545180E-2,-1.172974666E-1,-1.080372494E-1
5.118440958E1,-4.476730630E-2,-1.310625980E-1,-1.176617664E-1
5.119435258E1,-2.801196367E-2,-1.233955826E-1,-1.365687382E-1
5.120429558E1,-1.437274843E-2,-1.032969117E-1,-1.577613866E-1
5.121423858E1,-1.890551001E-2,-6.064260643E-2,-1.638693881E-1
5.122418058E1,-1.061364658E-2,-2.689591292E-2,-1.475568259E-1
5.123412358E1,7.537060976E-4,1.886224061E-2,-1.462230760E-1
5.124406658E1,-3.441305682E-3,5.851765517E-2,-7.836496890E-2
5.125400958E1,-7.490137070E-3,8.567088213E-2,-3.308471560E-2
5.126395258E1,-8.309185803E-3,1.183113555E-1,-1.152848732E-1
5.127389558E1,-1.028634869E-2,1.417250688E-1,-1.722192121E-1
5.128383858E1,-1.402747035E-3,1.319667602E-1,-1.311764359E-1
5.129378158E1,7.081270516E-3,1.007622534E-1,-1.058638394E-1
5.130372458E1,8.189171702E-3,4.479595765E-2,-1.286545318E-1
5.131366758E1,-7.034346610E-3,1.556638442E-3,-1.439537716E-1
5.132360958E1,-2.847930238E-2,-2.892146152E-2,-1.419657183E-1
5.133355258E1,-4.158466682E-2,-5.073409751E-2,-1.194387352E-1
5.134349558E1,-5.212383449E-2,-8.101196688E-2,-1.109170032E-1
5.135343858E1,-5.087114163E-2,-9.627473462E-2,-1.069648701E-1
5.136338158E1,-4.916982114E-2,-8.520719793E-2,-1.092891383E-1
5.137332458E1,-4.559117898E-2,-6.105414078E-2,-1.027221304E-1
5.138326758E1,-3.613615818E-2,-3.079348415E-2,-1.025192320E-1
5.139321058E1,-4.288347960E-2,2.532246374E-3,-8.144001961E-2
5.140315358E1,-5.088831782E-2,1.914042190E-2,-1.009287894E-1
5.141309558E1,-4.541912466E-2,1.889184214E-2,-1.203228343E-1
5.142303858E1,-5.449137211E-2,2.194785286E-2,-1.319944614E-1
5.143298158E1,-5.055911958E-2,1.340660568E-2,-1.333668029E-1
5.144292458E1,-6.042826943E-2,-2.148632482E-3,-1.267617881E-1
5.145286758E1,-5.796403348E-2,-1.154868945E-2,-1.302321106E-1
5.146281058E1,-4.616617955E-2,-2.137573935E-2,-1.346812570E-1
5.147275358E1,-2.532809168E-2,-3.364338052E-2,-1.503593963E-1
5.148269658E1,-1.268962741E-2,-2.962257922E-2,-1.548675996E-1
5.149263958E1,-9.081018269E-3,-3.554029036E-2,-1.573965204E-1
5.150258258E1,-8.326288909E-3,-3.487151507E-2,-1.506722224E-1
5.151252458E1,5.686417222E-4,-2.782339096E-2,-1.357284933E-1
5.152246758E1,-7.488821447E-4,-2.283995524E-2,-1.326101732E-1
5.153241058E1,-1.202187538E-3,-1.381967492E-2,-1.302291870E-1
5.154235721E1,-1.169808581E-2,3.772184998E-3,-1.444887918E-1
5.155230021E1,-1.631241605E-2,2.761983477E-2,-1.532391500E-1
5.156224321E1,-1.587782174E-2,3.350852910E-2,-1.446536833E-1
5.157218621E1,-1.603547730E-2,3.348177809E-2,-1.407126600E-1
5.158212921E1,-2.066245213E-2,2.899780422E-2,-1.372078389E-1
5.159207221E1,-2.914003775E-2,2.345672686E-2,-1.412938732E-1
5.160201421E1,-3.996469572E-2,5.331052691E-3,-1.218232298E-1
5.161195721E1,-4.310640469E-2,-7.424428985E-3,-1.152269858E-1
5.162190021E1,-2.958077163E-2,-1.437461223E-2,-1.229113966E-1
5.163184321E1,-2.131858282E-2,-2.748436209E-2,-1.378861159E-1
5.164178621E1,-2.716842972E-2,-1.645070270E-2,-1.414897549E-1
5.165172921E1,-3.649788156E-2,-8.895880803E-3,-1.110380405E-1
5.166167221E1,-5.072181836E-2,-2.780563004E-2,-7.938472331E-2
5.167161521E1,-5.310770161E-2,-4.063010886E-2,-4.237769544E-2
5.168155821E1,-4.648521826E-2,-4.960891049E-2,-1.082699686E-1
5.169150121E1,-3.930147529E-2,-4.637653314E-2,-1.590150297E-1
5.170144321E1,-2.416858882E-2,-1.871178444E-2,-2.098051143E-1
5.171138621E1,-1.375542864E-2,1.170462739E-2,-1.985176492E-1
5.172132921E1,-1.595361628E-2,-1.813038848E-3,-1.197714418E-1
5.173127221E1,-1.446228392E-2,-3.045657489E-2,-2.907235622E-2
5.174121521E1,-3.201789111E-3,-5.606949907E-2,-5.551697373E-2
5.175115821E1,-3.099755198E-4,-5.287096247E-2,-2.090338665E-1
5.176110121E1,-6.717866063E-3,-2.318117682E-2,-3.341490787E-1
5.177104421E1,-1.145747289E-2,-6.826624274E-4,-3.370580685E-1
5.178098721E1,-9.721873105E-3,3.260553628E-4,-2.139811957E-1
5.179092921E1,-1.894739069E-2,-1.350842033E-2,-5.903699756E-2
5.180087221E1,-2.157110944E-2,-3.718277324E-2,1.527117312E-2
5.181081521E1,-3.717411205E-2,-1.874270160E-2,-1.361991942E-2
5.182075821E1,-6.800648019E-2,2.925731096E-2,-6.376564085E-2
5.183070121E1,-9.349251978E-2,6.359945202E-2,-1.025823820E-1
5.184064421E1,-9.789123394E-2,7.431812922E-2,-1.035518503E-1
5.185058721E1,-8.146487027E-2,4.865537580E-2,-1.001815152E-1
5.186053021E1,-4.821394756E-2,3.519296575E-2,-1.111924070E-1
5.187047321E1,-3.613243058E-2,2.761771515E-2,-1.232821101E-1
5.188041521E1,-2.179608107E-2,2.638861215E-2,-1.263916594E-1
5.189035821E1,-1.364930168E-2,2.178858932E-2,-1.079495412E-1
5.190030121E1,-9.367897287E-3,2.113256827E-3,-9.038509011E-2
5.191024421E1,-1.005333714E-2,-2.485547220E-2,-7.410000980E-2
5.192018721E1,-7.304268703E-3,-4.725359721E-2,-8.351578116E-2
5.193013021E1,-1.655726820E-2,-7.164898491E-2,-1.033875436E-1
5.194007321E1,-2.638746098E-2,-8.628228161E-2,-1.102445734E-1
5.195001621E1,-2.394398265E-2,-8.229911263E-2,-1.301543427E-1
5.195995921E1,-2.607470803E-2,-8.574809278E-2,-1.370803696E-1
5.196990121E1,-3.077338435E-2,-8.639256558E-2,-1.588916534E-1
5.197984421E1,-2.210766457E-2,-7.812420979E-2,-1.458435917E-1
5.198978721E1,-3.121090226E-2,-5.898492079E-2,-1.223225820E-1
5.199973021E1,-3.784588404E-2,-2.496219303E-2,-1.216583383E-1
5.200967321E1,-3.343569472E-2,-6.617403589E-3,-1.071455491E-1
5.201961621E1,-3.341742218E-2,1.804260716E-2,-4.550595582E-2
5.202955921E1,-3.677350469E-2,5.346715920E-2,-4.568195701E-2
5.203950221E1,-3.773047462E-2,8.093832850E-2,-1.358378363E-1
5.204944521E1,-3.195262156E-2,1.025104703E-1,-1.780874777E-1
5.205938721E1,-1.344516076E-2,9.898141075E-2,-1.321365488E-1
5.206933021E1,2.110113949E-4,8.171411698E-2,-9.933366895E-2
5.207927321E1,1.181079090E-2,4.577350248E-2,-9.556279957E-2
5.208921621E1,-2.964538336E-4,1.002307780E-2,-9.109903514E-2
5.209915921E1,-2.119308695E-2,-2.290226463E-2,-9.339874506E-2
5.210910221E1,-2.801612981E-2,-4.269282382E-2,-1.002651304E-1
5.211904521E1,-5.013212666E-2,-4.382042281E-2,-9.870509326E-2
5.212898821E1,-5.585172683E-2,-5.495001309E-2,-9.494357944E-2
5.213893121E1,-4.875021033E-2,-4.886239921E-2,-9.523301661E-2
5.214887421E1,-5.046921864E-2,-4.341265261E-2,-9.202055633E-2
5.215881621E1,-3.367279932E-2,-2.550420251E-2,-7.719961882E-2
5.216875921E1,-1.549000517E-2,-7.530665584E-3,-7.190554976E-2
5.217870221E1,-2.225728020E-2,1.139275152E-2,-8.878529191E-2
5.218864521E1,-2.115332589E-2,2.828696553E-2,-1.170062935E-1
5.219858821E1,-3.781810977E-2,3.607578797E-2,-1.289673579E-1
5.220853121E1,-5.259541243E-2,3.703641012E-2,-1.178670037E-1
5.221847421E1,-5.496762782E-2,1.258814167E-2,-1.089552623E-1
5.222841721E1,-5.280591220E-2,-5.635911897E-3,-1.164952469E-1
5.223836021E1,-4.940487921E-2,-9.277630895E-3,-1.338825274E-1
5.224830221E1,-4.435156927E-2,-1.298915103E-2,-1.513054758E-1
5.225824521E1,-3.001514666E-2,-3.213461615E-2,-1.352332342E-1
5.226818821E1,-1.420515262E-2,-3.699357927E-2,-1.104761231E-1
5.227813121E1,-6.747394502E-3,-3.959906202E-2,-9.949271321E-2
5.228807421E1,-4.424734265E-3,-4.613358133E-2,-1.118543118E-1
5.229801721E1,1.181283742E-3,-1.910921238E-2,-1.091318482E-1
5.230796021E1,-5.950565189E-3,4.043495804E-3,-1.100358278E-1
5.231790321E1,-2.441344097E-2,1.845936745E-2,-1.047897059E-1
5.232784621E1,-2.925376609E-2,2.817703787E-2,-1.050990236E-1
5.233778821E1,-2.953121647E-2,3.546628654E-2,-1.024227530E-1
5.234773121E1,-4.150762975E-2,5.427078590E-2,-1.108199394E-1
5.235767421E1,-3.937061861E-2,5.164341263E-2,-1.113070124E-1
5.236761721E1,-3.065315098E-2,4.095057283E-2,-9.442902446E-2
5.237756021E1,-3.186469406E-2,3.416959338E-2,-9.878286123E-2
5.238750321E1,-3.160880528E-2,1.471671090E-2,-1.050621861E-1
5.239744621E1,-4.067082010E-2,-1.595960967E-3,-1.228084856E-1
5.240738921E1,-4.160578988E-2,-2.032660497E-2,-1.214934468E-1
5.241733221E1,-4.079690069E-2,-2.906369504E-2,-1.042833370E-1
5.242727421E1,-3.200575814E-2,-3.888504390E-2,-1.139587247E-1
5.243721721E1,-2.851409331E-2,-3.923704628E-2,-1.358770126E-1
5.244716021E1,-1.009507164E-2,-2.546937503E-3,-1.212285680E-1
5.245710321E1,-3.008421689E-2,1.120472699E-2,-8.812631071E-2
5.246704621E1,-4.699246421E-2,1.044553913E-2,-2.579908490E-2
5.247698921E1,-5.698082417E-2,-6.578775421E-3,-1.744809151E-2
5.248693221E1,-5.095884986E-2,-2.657556316E-2,-8.637156129E-2
5.249687521E1,-4.242374226E-2,-5.693835877E-3,-1.640225852E-1
5.250681821E1,-3.008355908E-2,2.456762017E-2,-2.141747385E-1
5.251676021E1,-2.382711142E-2,3.049023293E-2,-1.326622134E-1
5.252670321E1,-7.194048688E-3,1.135002573E-2,-7.063728869E-2
5.253664621E1,-4.839448035E-3,-2.313304693E-2,-4.961947203E-3
5.254658521E1,7.025283426E-3,-3.970968403E-2,-5.403645873E-2
5.255652821E1,5.907076523E-3,-2.824172270E-2,-1.809362411E-1
5.256647121E1,-1.664680369E-2,3.941169530E-3,-2.797085774E-1
5.257641421E1,-2.627731405E-2,1.844065408E-2,-2.446837556E-1
5.258635721E1,-3.334842503E-2,3.287597001E-4,-1.395145655E-1
5.259630021E1,-3.585337222E-2,-3.871664409E-2,-5.491997302E-2
5.260624221E1,-3.070431411E-2,-4.925387487E-2,-5.229574263E-2
5.261618521E1,-4.931234702E-2,-2.445009571E-2,-1.146329087E-1
5.262612821E1,-6.403475896E-2,6.566678993E-3,-1.415599215E-1
5.263607121E1,-6.527480721E-2,3.252937630E-2,-1.315108967E-1
5.264601421E1,-6.477984041E-2,2.591906246E-2,-9.555929124E-2
5.265595721E1,-5.071450934E-2,3.250467181E-2,-6.701376915E-2
5.266590021E1,-3.739827968E-2,5.825814386E-2,-8.001212955E-2
5.267584321E1,-1.780718364E-2,7.640271641E-2,-8.174758315E-2
5.268578621E1,-3.744849265E-3,1.001596247E-1,-9.443077862E-2
5.269572821E1,-9.238600731E-4,9.140495416E-2,-8.183353722E-2
5.270567121E1,-4.491465613E-3,5.992178635E-2,-8.512785852E-2
5.271561421E1,-2.944643185E-2,3.456058938E-2,-8.350116313E-2
5.272555721E1,-3.278709233E-2,-1.027501971E-3,-8.800176501E-2
5.273550021E1,-4.557239480E-2,-4.566280738E-2,-9.922023296E-2
5.274544321E1,-5.211433277E-2,-8.642056827E-2,-1.042780745E-1
5.275538621E1,-4.952613585E-2,-1.086297186E-1,-1.094680631E-1
5.276532921E1,-3.873539172E-2,-1.295922425E-1,-1.380398977E-1
5.277527121E1,-3.262775570E-2,-1.367352742E-1,-1.413622856E-1
5.278521421E1,-2.149845779E-2,-1.164441568E-1,-1.394730502E-1
5.279515721E1,-2.406582400E-2,-7.606215265E-2,-1.350478774E-1
5.280510021E1,-2.220377818E-2,-3.344241902E-2,-1.289685273E-1
5.281504321E1,-3.172772303E-2,6.084941514E-3,-1.200059152E-1
5.282498621E1,-2.928300217E-2,4.857742511E-2,-5.008023262E-2
5.283492921E1,-2.573688515E-2,9.009989217E-2,-7.751127541E-2
5.284487221E1,-2.101153091E-2,1.252109604E-1,-1.191048592E-1
5.285481521E1,-1.396651313E-2,1.442133149E-1,-1.319739962E-1
5.286475721E1,2.948166132E-3,1.361508450E-1,-1.140879482E-1
5.287470021E1,9.482064173E-3,9.617598977E-2,-9.322625220E-2
5.288464321E1,-2.123197094E-3,5.747315516E-2,-1.040219665E-1
5.289458621E1,-1.760728195E-2,1.886710111E-2,-1.031390369E-1
5.290452921E1,-3.144120947E-2,-2.289839542E-2,-1.090061331E-1
5.291447221E1,-4.484938659E-2,-5.585827297E-2,-1.130114758E-1
5.292441521E1,-4.442188203E-2,-6.487218987E-2,-1.110690308E-1
5.293435821E1,-3.931397371E-2,-6.734453883E-2,-9.491200447E-2
5.294430021E1,-3.347399399E-2,-6.577481724E-2,-9.189074814E-2
5.295424321E1,-2.723347999E-2,-4.042396253E-2,-8.525532782E-2
5.296418621E1,-2.797673419E-2,-1.127142180E-2,-8.325207174E-2
5.297412921E1,-1.501024112E-2,2.023128850E-2,-7.183129013E-2
5.298407221E1,-2.030825704E-2,3.641518001E-2,-6.628637552E-2
5.299401521E1,-3.292384408E-2,4.050033265E-2,-7.502328515E-2
5.300395821E1,-4.205076300E-2,3.998471787E-2,-8.318950653E-2
5.301390121E1,-6.080921553E-2,3.690170032E-2,-8.461856604E-2
5.302384421E1,-5.586685650E-2,2.536741421E-2,-9.228835881E-2
5.303378621E1,-5.063893408E-2,8.916455694E-3,-8.942380786E-2
5.304372921E1,-3.462969616E-2,-7.443615161E-3,-9.391213059E-2
5.305367221E1,-2.344886966E-2,-9.002341242E-3,-1.219699949E-1
5.306361521E1,-1.559116200E-2,-8.835398667E-3,-1.234709752E-1
5.307355821E1,-1.121393636E-2,-1.228920277E-2,-1.065918177E-1
5.308350121E1,-7.016366422E-3,-1.707156736E-2,-8.654639304E-2
5.309344421E1,-9.970379770E-3,-1.704174656E-2,-8.471153677E-2
5.310338721E1,-3.663719147E-3,-1.185968824E-2,-9.497866273E-2
5.311333021E1,-9.367604926E-3,2.576052526E-4,-1.158485448E-1
5.312327221E1,-1.422422916E-2,1.524888061E-2,-1.385222930E-1
5.313321521E1,-2.458900362E-2,3.653263595E-2,-1.345882863E-1
5.314315821E1,-3.302902088E-2,4.296175919E-2,-1.375709510E-1
5.315310121E1,-4.459006257E-2,4.802994300E-2,-1.262203360E-1
5.316304421E1,-3.717696257E-2,5.832257744E-2,-1.029408163E-1
